# Nehboro malicious domains feed
# Format: domain,notes
# Supports wildcards: *.evil.com, pay*.net
# Last updated: populated by community reports
domain,notes
"sushishop.commander1.com","custom static list mthcht"
"casibom2212.com","custom static list mthcht"
"iammrjeff00.duckdns.org","custom static list mthcht"
"continuedas-checkout.yourtrap.com","custom static list mthcht"
"financementure.com","custom static list mthcht"
"netflx-polska.duckdns.org","custom static list mthcht"
"mxstex725dm.xyz","custom static list mthcht"
"service01truist.dns05.com","custom static list mthcht"
"confirmation-id81263.com","custom static list mthcht"
"mail.ccag.mjusy.com","custom static list mthcht"
"nitrosoftwares.com","custom static list mthcht"
"febenvi.duckdns.org","custom static list mthcht"
"vaultx2.com","custom static list mthcht"
"confirmation-id1605.com","custom static list mthcht"
"mlbb-skineventpromo246.myz.info","custom static list mthcht"
"secreus-17nfhelpdeskinf0rmation.misecure.com","custom static list mthcht"
"coinoma.net","custom static list mthcht"
"ferc.4dq.com","custom static list mthcht"
"superkart.duckdns.org","custom static list mthcht"
"ermbooking.com","custom static list mthcht"
"pepa.4dq.com","custom static list mthcht"
"aldi-us.adenoshop.shop","custom static list mthcht"
"uyfsjxipkf.duckdns.org","custom static list mthcht"
"secure-bofa011173.serveuser.com","custom static list mthcht"
"mandiri-vestfal.dynamic-dns.net","custom static list mthcht"
"seksindoseks.duckdns.org","custom static list mthcht"
"secureverification041.serveuser.com","custom static list mthcht"
"duosiwindl.pro","custom static list mthcht"
"join-grup-viral-whatsapp.us.to","custom static list mthcht"
"adivoxtubepdx.dnset.com","custom static list mthcht"
"klarna-verificaties.ddns.info","custom static list mthcht"
"fastmail.com.login.chor-egeln.de","custom static list mthcht"
"viajary.com","custom static list mthcht"
"yollas.misecure.com","custom static list mthcht"
"jeazerx.duckdns.org","custom static list mthcht"
"verifchse599.otzo.com","custom static list mthcht"
"adivoxtubebgs.dnset.com","custom static list mthcht"
"fcghtehg.toythieves.com","custom static list mthcht"
"hvvkkuogay.duckdns.org","custom static list mthcht"
"ivpjgavqig.duckdns.org","custom static list mthcht"
"informeddeliveryreminders.com","custom static list mthcht"
"blocktestingto.com","custom static list mthcht"
"naval.duckdns.org","custom static list mthcht"
"ivlnzumgvx.duckdns.org","custom static list mthcht"
"sg.vizvaz.com","custom static list mthcht"
"jqypjoznya.duckdns.org","custom static list mthcht"
"xspinraven.dnset.com","custom static list mthcht"
"googleupdate.vip","custom static list mthcht"
"com-conflrm-europe.com","custom static list mthcht"
"xmicrosoftx.no-ip.biz","custom static list mthcht"
"xzit.d2up76ar9x07r5.amplifyapp.com","custom static list mthcht"
"secure01-account.ddns.info","custom static list mthcht"
"wbem.ddns.net","custom static list mthcht"
"6enikt2.25u.com","custom static list mthcht"
"amexoy.com","custom static list mthcht"
"bet365yos.com","custom static list mthcht"
"secure07-userverification.serveusers.com","custom static list mthcht"
"bashneft.sbs","custom static list mthcht"
"vgxhglcfoy.duckdns.org","custom static list mthcht"
"esl-org-freemsg.cfd","custom static list mthcht"
"xpvucbbrsnd.ikwb.com","custom static list mthcht"
"cnzmzrqddd.duckdns.org","custom static list mthcht"
"anydesks.duckdns.org","custom static list mthcht"
"docmartens-luxembourg.com","custom static list mthcht"
"confirmation-id12638.com","custom static list mthcht"
"analxxxclipsqxb.dnset.com","custom static list mthcht"
"mcbbbbpooo.duckdns.org","custom static list mthcht"
"wiitop.com","custom static list mthcht"
"confirmation-id4312.com","custom static list mthcht"
"jrejpeptod.duckdns.org","custom static list mthcht"
"trjxdft43.instanthq.com","custom static list mthcht"
"ibusuiyokugu.4dq.com","custom static list mthcht"
"sup.mefound.com","custom static list mthcht"
"viral-grup-resmi.duckdns.org","custom static list mthcht"
"mail.akeodkd.mjusy.com","custom static list mthcht"
"onlinecardviewme.com","custom static list mthcht"
"btrgnfvds.ikwb.com","custom static list mthcht"
"bugspins19.dnset.com","custom static list mthcht"
"w3.casacam.net","custom static list mthcht"
"frostfurn.com","custom static list mthcht"
"avcleaner30-pd.co.cc","custom static list mthcht"
"bafkreiexgkx3zfrnz3nqcyr73vkje7vyokss3q2ke6kvoie4zhfdwcrh7e.ipfs.dweb.link","custom static list mthcht"
"alfa.faqserv.com","custom static list mthcht"
"info-netflix-compte.com","custom static list mthcht"
"dwqgerfas.mefound.com","custom static list mthcht"
"treasurydept.org","custom static list mthcht"
"volksbank.de.sicherheits.digital","custom static list mthcht"
"xamateurpornxbz.dnset.com","custom static list mthcht"
"whatsapp-group-viral262.myftp.info","custom static list mthcht"
"omnitera.dnset.com","custom static list mthcht"
"nmlastcall-studio.com","custom static list mthcht"
"mailboxa4login.dnset.com","custom static list mthcht"
"qstorm.chickenkiller.com","custom static list mthcht"
"nsim-pa.info","custom static list mthcht"
"asistentcomercialonline.com","custom static list mthcht"
"wbuoecw79ec.instanthq.com","custom static list mthcht"
"garantlbbva.misecure.com","custom static list mthcht"
"exodus.wasmer.app","custom static list mthcht"
"confirmation-id8864.com","custom static list mthcht"
"hotelbookingverefication.world","custom static list mthcht"
"ygiz.otzo.com","custom static list mthcht"
"secure00-citizensbankonline.freeddns.com","custom static list mthcht"
"confirmation-id1677.com","custom static list mthcht"
"motherxhubarm.dnset.com","custom static list mthcht"
"coinbasewallet.world","custom static list mthcht"
"garantldbva.misecure.com","custom static list mthcht"
"cryptocopilot.app","custom static list mthcht"
"mypetcomanager.com","custom static list mthcht"
"mlbb-redemcode.otzo.com","custom static list mthcht"
"help-center-coinbase.com","custom static list mthcht"
"bexm.cleansite.biz","custom static list mthcht"
"hffdzxnnll.duckdns.org","custom static list mthcht"
"ocqrxlllzo.duckdns.org","custom static list mthcht"
"confirmation-id652135.com","custom static list mthcht"
"proudsoldier.duckdns.org","custom static list mthcht"
"ttkkaks.shop","custom static list mthcht"
"fqpphiiykx.duckdns.org","custom static list mthcht"
"whatsapp-ai-app.com","custom static list mthcht"
"my-login-support.com","custom static list mthcht"
"xkezwalfnr.duckdns.org","custom static list mthcht"
"tikts.top","custom static list mthcht"
"pnaumfeenloagqai.americanunfinished.com","custom static list mthcht"
"microsoft171.duckdns.org","custom static list mthcht"
"mail.rfjwo.mjusy.com","custom static list mthcht"
"winsrr14.duckdns.org","custom static list mthcht"
"ch5se-connect05verify.authorizeddns.org","custom static list mthcht"
"ozonelf.su","custom static list mthcht"
"booking-supporting6435634564.com","custom static list mthcht"
"confirmation-id1636.com","custom static list mthcht"
"sec0-truist0.my03.com","custom static list mthcht"
"10830.duckdns.org","custom static list mthcht"
"aivonovaperespana.com","custom static list mthcht"
"bankofamerica-logins.dns05.com","custom static list mthcht"
"30l149f.duckdns.org","custom static list mthcht"
"confirmation-id1537.com","custom static list mthcht"
"efootball2021.ezua.com","custom static list mthcht"
"m40b04.duckdns.org","custom static list mthcht"
"whhmzzmzmb.duckdns.org","custom static list mthcht"
"ywbgrcrupasdiqxknwgceatlnbvmezti.com","custom static list mthcht"
"gbprowhatsapp.com","custom static list mthcht"
"secure-icloud.com","custom static list mthcht"
"dylkpkhtiq.duckdns.org","custom static list mthcht"
"ycoopqsder.duckdns.org","custom static list mthcht"
"whatsloiu.cc","custom static list mthcht"
"verify-account12.ddns.info","custom static list mthcht"
"amctheatresn.com","custom static list mthcht"
"yfwktcmvaz.duckdns.org","custom static list mthcht"
"bruno1.camdvr.org","custom static list mthcht"
"verify-account.ns01.biz","custom static list mthcht"
"qnb-sa.com","custom static list mthcht"
"initialize-configs.com","custom static list mthcht"
"openws.vip","custom static list mthcht"
"bsagawanauthoritati.jungleheart.com","custom static list mthcht"
"yumvjftgtg.duckdns.org","custom static list mthcht"
"murtdfsa.4dq.com","custom static list mthcht"
"brooksbrothersofficial.com","custom static list mthcht"
"oldone888d.casacam.net","custom static list mthcht"
"confirmation-id4814.world","custom static list mthcht"
"hzlllcayklemelerllstannnbll.giize.com","custom static list mthcht"
"6n7bdw.duckdns.org","custom static list mthcht"
"keep-badinigroups.com","custom static list mthcht"
"xmm.camdvr.org","custom static list mthcht"
"pathx2.com","custom static list mthcht"
"porwbybgsi.duckdns.org","custom static list mthcht"
"fewhrhd.toythieves.com","custom static list mthcht"
"dsecure-71jlc-w-2m-verify-acc0unt-security.4dq.com","custom static list mthcht"
"protectwell-sfargnow.dnset.com","custom static list mthcht"
"vsexec.com","custom static list mthcht"
"confirmation-id72891.com","custom static list mthcht"
"kokoweb.my.id","custom static list mthcht"
"vdtdnakmdp.duckdns.org","custom static list mthcht"
"support-web-online-certification-jpmorgon-chase.serveuser.com","custom static list mthcht"
"analxxxclipscii.dnset.com","custom static list mthcht"
"alas8o7e.duckdns.org","custom static list mthcht"
"an6969.duckdns.org","custom static list mthcht"
"testing12345.no-ip.biz","custom static list mthcht"
"nuvidxxxhsl.dnset.com","custom static list mthcht"
"ebvuervu69.justdied.com","custom static list mthcht"
"citibankaccrecovery.ddns.info","custom static list mthcht"
"sunhwakwon.2waky.com","custom static list mthcht"
"onlinebazar.us","custom static list mthcht"
"whpertyownich.faqserv.com","custom static list mthcht"
"wwggsdoyuj.duckdns.org","custom static list mthcht"
"zhaogs.com","custom static list mthcht"
"greta.ikwb.com","custom static list mthcht"
"dsagtrhds.dumb1.com","custom static list mthcht"
"analitics-gogle.co.cc","custom static list mthcht"
"babyboyhammer2.duckdns.org","custom static list mthcht"
"docomoejfo.duckdns.org","custom static list mthcht"
"spinnew19rol.dnset.com","custom static list mthcht"
"ml-claimskin88.dnset.com","custom static list mthcht"
"yztg05.com","custom static list mthcht"
"xamateurpornsgq.dnset.com","custom static list mthcht"
"nmbloodspin18.dnset.com","custom static list mthcht"
"confirmation-id1534.com","custom static list mthcht"
"jbloggs031.no-ip.biz","custom static list mthcht"
"flambridge.com","custom static list mthcht"
"suezax50.ddns.net","custom static list mthcht"
"bubles.myiphost.com","custom static list mthcht"
"confirmation-id71238.com","custom static list mthcht"
"indonesia.co.cc","custom static list mthcht"
"supporthelp-net.com","custom static list mthcht"
"4ee9rt.duckdns.org","custom static list mthcht"
"paulagarcia.shop","custom static list mthcht"
"ntp-clock-h.info","custom static list mthcht"
"sx.mefound.com","custom static list mthcht"
"icloud-verify.live","custom static list mthcht"
"signin.recov-coinbase.com","custom static list mthcht"
"qxvwf.ueichmann.com","custom static list mthcht"
"seagamebbss.000webhostapp.com","custom static list mthcht"
"xjviivuuym.duckdns.org","custom static list mthcht"
"redsysgate.com","custom static list mthcht"
"rvmrchpocu.duckdns.org","custom static list mthcht"
"whatsapp-joinxxx.jkub.com","custom static list mthcht"
"amazon-nbgfasfsf.dumb1.com","custom static list mthcht"
"8344-com.com","custom static list mthcht"
"ykrjyiupbq.duckdns.org","custom static list mthcht"
"multi-paneled.wikaba.com","custom static list mthcht"
"stg-f2point.tokyo","custom static list mthcht"
"safesecuredbofa.myz.info","custom static list mthcht"
"chaseeonline.x24hr.com","custom static list mthcht"
"fahaddz.ddns.net","custom static list mthcht"
"yngijpwile.duckdns.org","custom static list mthcht"
"sigtlynif-from.sexidude.com","custom static list mthcht"
"cmpaus.com.au","custom static list mthcht"
"iesguhuviw.duckdns.org","custom static list mthcht"
"pubgxupdate19.dnset.com","custom static list mthcht"
"wwwmobilinternetdenizgiris.giize.com","custom static list mthcht"
"06p.25u.com","custom static list mthcht"
"yi7ksr.freeddns.com","custom static list mthcht"
"olayaligia1458.loseyourip.com","custom static list mthcht"
"fiuhuuerre.duckdns.org","custom static list mthcht"
"ma1eka.dnset.com","custom static list mthcht"
"xpornstarsllo.dnset.com","custom static list mthcht"
"zy.authorizeddns.net","custom static list mthcht"
"xsaiqemmtm.duckdns.org","custom static list mthcht"
"member03.agency-partnerhub-platform.com","custom static list mthcht"
"supp-chase01-verif12.ikwb.com","custom static list mthcht"
"amazon-bfdagds.freeddns.com","custom static list mthcht"
"dresas.duckdns.org","custom static list mthcht"
"freeduagaugdo.qpoe.com","custom static list mthcht"
"confirmation-id84433.cfd","custom static list mthcht"
"furia.camdvr.org","custom static list mthcht"
"confirmation-id3716.com","custom static list mthcht"
"secure8zweb79-authz.ns01.us","custom static list mthcht"
"wellsfargo-securelogin39.dnset.com","custom static list mthcht"
"jibunbaink.hachairou.com","custom static list mthcht"
"zd.ns02.info","custom static list mthcht"
"luckfreerwd17.dnset.com","custom static list mthcht"
"clarenitems.dnset.com","custom static list mthcht"
"netflx-09auth2.squirly.info","custom static list mthcht"
"secured-chsee050.ftpserver.biz","custom static list mthcht"
"mauvades.onedumb.com","custom static list mthcht"
"yoqawgdyus.duckdns.org","custom static list mthcht"
"yrxmecgluf.duckdns.org","custom static list mthcht"
"367755.co.cc","custom static list mthcht"
"authorizeacctjpmc.otzo.com","custom static list mthcht"
"corona-virusapps.com","custom static list mthcht"
"secures-truistm.my03.com","custom static list mthcht"
"hmclrewaards.dnset.com","custom static list mthcht"
"lupaspin.dnset.com","custom static list mthcht"
"linda991.duckdns.org","custom static list mthcht"
"luckypubg.dnset.com","custom static list mthcht"
"hntoporbzp.duckdns.org","custom static list mthcht"
"fewhtgfsa.toythieves.com","custom static list mthcht"
"confirmation-id70482.com","custom static list mthcht"
"nickdns27.duckdns.org","custom static list mthcht"
"app-trust-wallet.com","custom static list mthcht"
"server009-verification.lflinkup.com","custom static list mthcht"
"ajoqacilln.duckdns.org","custom static list mthcht"
"zalupan.kozow.com","custom static list mthcht"
"skinnew-moba.dnset.com","custom static list mthcht"
"xjocccccbc.duckdns.org","custom static list mthcht"
"securechaserauth.dnset.com","custom static list mthcht"
"wins14dicojo9000.duckdns.org","custom static list mthcht"
"owalasingapore.com","custom static list mthcht"
"pofzz.etromp.com","custom static list mthcht"
"iz28h7.duckdns.org","custom static list mthcht"
"ervnuwrtbwrtb.organiccrap.com","custom static list mthcht"
"openclaw.ai","custom static list mthcht"
"analxxxclipsiol.dnset.com","custom static list mthcht"
"xsme.loseyourip.com","custom static list mthcht"
"ahmed9909.no-ip.biz","custom static list mthcht"
"fvbzenktcb.ddns.net","custom static list mthcht"
"cruzenaldo.co.cc","custom static list mthcht"
"kuveytbasvuru.mefound.com","custom static list mthcht"
"kolaybrkslrmltkdfml.mooo.com","custom static list mthcht"
